text,topic,blog_name,pet,word_count,chunk_size
" faqs can a gerbil regrow its tail? unfortunately, gerbils do not regrow their tails. most gerbils adapt quickly and live a normal life. can you pick up gerbils by the tail? gerbils should never be picked up by their tail. instead, scoop your gerbil in your hands when handling them. featured image: istock.com/coral hernandez written by catherine gose, cvt veterinarian technician",Tail Slip in Gerbils FAQs Can a gerbil regrow its tail? Can you pick up gerbils by the tail?,Gerbils_Tail Slip in Gerbils,Gerbils,61,73
"tapeworms in gerbils petmd.com /exotic/conditions/digestive/c_ex_gb_tapeworms endoparasitic worm infection tapeworms belong to a category of endoparasitic flatworms. and much like in other animals, gerbils can contract the parasites in many ways, including ingesting contaminated water or food. there are two types of tapeworms which can infect gerbils: the dwarf tapeworm ( rodentolepis nano ) and the rat tapeworm ( hymenolepis diminuta ). the dwarf tapeworm, in particular, can be transmitted to humans. therefore, remain cautious when handling gerbils with this kind of tapeworm. fortunately, a gerbil with either type of tapeworm infection can be easily treated.",Tapeworms in Gerbils Endoparasitic Worm Infection,Gerbils_Tapeworms in Gerbils,Gerbils,95,112
"symptoms a gerbil suffering from a tapeworm infection will generally display no external signs, however, it may be dehydrated or have diarrhea. in severe cases, the gerbil may have little appetite and eat less, which leads to weight loss and muscle wasting.",Symptoms,Gerbils_Tapeworms in Gerbils,Gerbils,42,48
"causes gerbils can contract tapeworms by coming in contact with an infected animal's feces, or ingesting contaminated food or water. cockroaches, beetles or fleas can also spread this infection.",Causes,Gerbils_Tapeworms in Gerbils,Gerbils,29,34
diagnosis a veterinarian will typically diagnose tapeworm infections by microscopically examining the gerbil's fecal matter for tapeworm eggs.,Diagnosis,Gerbils_Tapeworms in Gerbils,Gerbils,18,20
"treatment there are several antihelminthic drugs your veterinarian can prescribe which are formulated to kill tapeworms. these drugs can be either mixed in your gerbil's food or water. if the gerbil has had the tapeworm infection for an extended period of time, it may need fluid and electrolyte therapy. your veterinarian may even recommend vitamin and mineral supplements to stabilize the gerbil and improve its overall health.",Treatment,Gerbils_Tapeworms in Gerbils,Gerbils,67,73
"living and management the gerbil's cage should be thoroughly cleaned and disinfected, as there may still be tapeworm eggs in the cage. otherwise, follow your veterinarian's supportive care regimen and keep the gerbil's living environment pest-free. ",Living and Management,Gerbils_Tapeworms in Gerbils,Gerbils,36,44
"prevention maintaining good sanitation and hygienic condition inside the gerbil’s cage, as well as regular deworming treatments, will help prevent tapeworm infections in gerbils.",Prevention,Gerbils_Tapeworms in Gerbils,Gerbils,24,28
"tumors and cancers in gerbils petmd.com /exotic/conditions/cancer/c_ex_gb_tumors an abnormal growth of cells in a tissue or organ is referred to as a tumor or cancer. and much like in humans, a gerbil is just as likely to suffer from cancers or tumors. there are basically two types of tumors: benign tumors, which do not spread, and malignant tumors, which spread and are usually referred to as cancers. tumors can be found in or on various parts of the body, including skin tumors on the gerbil's ears or feet. however, regardless of the type of tumor or cancer, prompt veterinary care is recommended and improves the chances of successful treatment.",Tumors and Cancers in Gerbils,Gerbils_Tumors and Cancers in Gerbils,Gerbils,109,127
"symptoms and types the signs and symptoms exhibited by the gerbil will depend on the tissue or organ affected by the tumor. for example, tumors found in the gerbil's ventral marking glands are common (especially in older gerbils) and appear as sores, but they rarely spread. skin tumors are also visible and appear as masses on many parts of the body, including the gerbil's ears and feet. meanwhile, tumors located in the gerbil's internal organs are harder to identify because external signs are rarely shown, however, some good indicators of these tumors are depression, loss of appetite, abdominal pain, and diarrhea, occasionally with blood.",Symptoms and Types,Gerbils_Tumors and Cancers in Gerbils,Gerbils,104,122
"causes there is no known reason for most tumors or cancers, except that certain types have genetic dispositions and they are due to the abnormal growth of cells in a tissue or organ.",Causes,Gerbils_Tumors and Cancers in Gerbils,Gerbils,33,35
"diagnosis benign and malignant tumors are diagnosed through physical examination, x-rays, ct scans, mris, blood tests and biopsies.",Diagnosis,Gerbils_Tumors and Cancers in Gerbils,Gerbils,18,24
"treatment your veterinarian will likely recommend surgical removal of the tumor because as it grows, it may become cancerous and spread to other locations in the body. early removal of tumors or cancers allows for the best outcome with the least chance of complications and recurrence. if the tumor or cancer cannot be surgically excised, your veterinarian will attempt to treat the symptoms and make the gerbil comfortable.",Treatment,Gerbils_Tumors and Cancers in Gerbils,Gerbils,68,73
living and management a gerbil that is recovering from surgery needs plenty of rest and care. consult your veterinarian for the specific postoperative care needed in your gerbil's case.,Living and Management,Gerbils_Tumors and Cancers in Gerbils,Gerbils,29,32
prevention there are no known prevention methods for tumors and cancers.,Prevention,Gerbils_Tumors and Cancers in Gerbils,Gerbils,11,12
"tyzzer's disease in gerbils petmd.com /exotic/conditions/digestive/tyzzers-disease-gerbils what is tyzzer's disease in gerbils? tyzzer’s disease was first discovered in 1917 by ernest tyzzer. dr. tyzzer was a physician and the head of the department of comparative pathology at harvard university. he discovered the disease when his entire colony of japanese waltzing mice suddenly died. dr. tyzzer analyzed post-mortem tissue samples and found lesions on the liver and intestines in these mice, as well as a spore forming bacteria known as clostridium piliforme ( c. piliforme ). the disease was named after dr. tyzzer and is found to most commonly occur in small rodents, especially gerbils. without treatment, tyzzer's disease is usually fatal to a small rodent within a matter of days. because of this high mortality rate, tyzzer's disease is considered a medical emergency in gerbils . it is the most common fatal infectious disease in gerbils.",Tyzzer's Disease in Gerbils What Is Tyzzer's Disease in Gerbils?,Gerbils_Tyzzers Disease in Gerbils,Gerbils,146,174
symptoms of watery diarrhea staining around the anus or tail base depression/lethargy ruffled haircoat hunched posture loss of appetite dehydration weight loss/emaciation,Symptoms of Tyzzer's Disease in Gerbils,Gerbils_Tyzzers Disease in Gerbils,Gerbils,22,24
"causes of c. piliforme is a sporulating bacterium, which means the bacteria is enclosed in a protective casing. these types of sporulating bacteria can lie dormant for years, and gerbils can carry c. piliforme without showing signs of illness. it is transmitted to other gerbils by ingesting infected feces. gerbils that are young, stressed, or pregnant are more susceptible to infection. tyzzer's disease can be passed to other animals as well as people, although such occurrences are rare. the origin of this bacteria is unknown, but has been found worldwide. as a sporulating bacteria, c. piliforme can survive at room temperature for over a year. tyzzer's disease is extremely contagious from one gerbil to another . infection occurs when a gerbil ingests contaminated fecal matter, such as while eating food or grooming other gerbils. it is highly recommended to isolate any new gerbils for a minimum of one week to thirty days to observe for signs of illness before introducing to other gerbils. overcrowding and unsanitary conditions (such as dirty bedding or food dishes) can lead to sporadic outbreaks.",Causes of Tyzzer's Disease in Gerbils,Gerbils_Tyzzers Disease in Gerbils,Gerbils,179,203
"how veterinarians diagnose diagnosing tyzzer's disease in gerbils is challenging because the disease is often fatal before test results are available. culture testing can be done on a stool sample to grow the bacteria and identify it, but results from this test can take up to a week or more. c. piliforme bacteria does not grow easily on standard culture material, so false negative or inconclusive test results are common. new testing methods using genomic sequencing are being developed, but for now veterinarians are usually forced to diagnose tyzzer's disease based on clinical symptoms. fecal tests are usually performed to rule out intestinal parasites, and blood work can be ordered to look for internal organ damage. currently, the only way to definitively diagnose tyzzer's disease in a gerbil is by performing a necropsy (assessment of the gerbil after it has passed). during a postmortem necropsy the veterinarian will examine the liver and intestines for lesions, and samples of affected tissue can be tested for the presence of c. piliforme .",How Veterinarians Diagnose Tyzzer's Disease in Gerbils,Gerbils_Tyzzers Disease in Gerbils,Gerbils,170,188
"treatment of early treatment is crucial to a gerbil's survival if they are showing any signs of tyzzer's disease. even without a definitive diagnosis, veterinarians will treat symptomatic gerbils aggressively with fluid replacement therapy and antibiotics. hospitalization is often recommended so the sick gerbil can receive injections of electrolyte replacement fluids several times a day. antibiotics such as penicillin, tetracycline, doxycycline, or metronidazole will also be administered by injection or by mouth to combat the c. piliforme bacteria. in addition, probiotics and nutritional support are recommended. if the sick gerbil was housed with other gerbils, treatment with oral antibiotics is often recommended for the other gerbils as well. this will hopefully prevent a deadly outbreak in the gerbil colony. any gerbil showing signs of illness should be immediately isolated from other gerbils. the cage should then be thoroughly cleaned and disinfected. ",Treatment of Tyzzer's Disease in Gerbils,Gerbils_Tyzzers Disease in Gerbils,Gerbils,141,159
"how to clean a gerbil cage throw away all bedding and remaining food, and anything made of natural material such as wooden chew toys or nest boxes. wash the cage with warm soapy water, rinse, then spray with a 10% bleach solution. let the bleach sit for at least 10 minutes, then rinse thoroughly to ensure no bleach residue remains before placing your gerbils back in the dry cage with fresh bedding. soak water bottles, food, dishes, and remaining cage accessories in the bleach solution as well, then rinse thoroughly. it is worth noting that bleach can cause metal water bottles and exercise wheels to rust, so it may be best to replace these items. in addition, plastic is porous and can hold bleach even after rinsing, so these items may need to be replaced as well.",How to Clean a Gerbil Cage,Gerbils_Tyzzers Disease in Gerbils,Gerbils,137,155
recovery and management of gerbils with tyzzer's disease usually develop lesions in the intestines and the liver within 24 hours after ingesting infected feces. symptoms of illness are most severe during the 5­ –7 day window if the gerbil survives to that point. some gerbils may recover from tyzzer's disease after 7–10 days of aggressive treatment.,Recovery and Management of Tyzzer's Disease in Gerbils,Gerbils_Tyzzers Disease in Gerbils,Gerbils,56,63
"prevention of tyzzer’s disease in gerbils prevent re-occurrence and transmission to other pets by washing your hands before and after handling a sick gerbil. proper sanitation is necessary to prevent spreading this deadly disease. change your gerbil's bedding often and disinfect the cage and all accessories routinely. ensure your gerbils have healthy immune systems by providing good nutrition, proper temperature, and housing them in a low stress environment. always quarantine new gerbils for a minimum of one week and up to thirty days as advised by your veterinarian before introducing them to current pets in the household.",Prevention of Tyzzer’s Disease in Gerbils,Gerbils_Tyzzers Disease in Gerbils,Gerbils,97,107
" faqs how common is tyzzer's disease in gerbils? it is the most common infectious disease for gerbils, however the actual number of cases is difficult to quantify. a definitive diagnosis usually requires a necropsy. how do you treat tyzzer's disease in gerbils? tyzzer's disease is often fatal, but aggressive treatment with antibiotics and fluid therapy may decrease mortality. hospitalization is recommended in most cases so antibiotics and fluid therapy can be given by injection multiple times a day. written by catherine gose, cvt veterinarian technician",Tyzzer's Disease in Gerbils FAQs How common is Tyzzer's disease in gerbils? How do you treat Tyzzer's disease in gerbils?,Gerbils_Tyzzers Disease in Gerbils,Gerbils,85,97
